"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra en demoblaze","Validar que un usuario registrado pueda realizar una compra en abstracta","ERROR","2023-08-10T23:22:05.488585-05:00[America/Lima]","0.0","60.58"
